index,name,group,HR,WAR,G,OPS,H,OPS+,RAR,Rbat,Rbat+
190,Willie McGee,0,1,1.1,13,0.77,16,0.0,11.0,2.0,104.0
191,Joe Medwick,0,26,0.6,139,0.964,198,0.0,6.0,5.0,139.0
192,Dick Bartell,0,0,0.0,1,0.5,0,39.0,0.0,0.0,108.0
193,Jason Kendall,0,3,1.6,130,0.773,124,102.0,19.0,6.0,111.0
194,Tony Phillips,0,4,0.5,86,0.862,89,0.0,5.0,-1.0,87.0
196,Jimmy Sheckard,0,3,0.3,13,0.976,14,161.0,3.0,3.0,140.0
197,Jim Gilliam,0,0,0.4,21,0.787,14,119.0,4.0,2.0,119.0
198,Andruw Jones,0,34,0.1,116,1.072,151,0.0,2.0,-2.0,85.0
199,Fred Tenney,0,2,1.0,27,1.039,34,138.0,12.0,6.0,134.0
202,Joe Cronin,0,0,0.4,38,0.652,22,73.0,4.0,-4.0,65.0
204,Chris Chambliss,0,2,0.5,13,0.848,12,0.0,6.0,3.0,106.0
207,Yogi Berra,0,15,0.5,77,0.895,87,0.0,5.0,3.0,208.0
213,Jim Bottomley,0,5,0.6,37,0.902,49,134.0,6.0,7.0,133.0
216,Ken Boyer,0,18,1.2,147,0.735,140,94.0,15.0,-5.0,93.0
217,Sherry Magee,0,3,1.4,95,0.717,101,123.0,13.0,9.0,122.0
219,Ian Kinsler,0,2,1.9,10,0.78,10,0.0,19.0,2.0,103.0
223,Jay Bell,0,7,0.2,138,0.771,137,0.0,3.0,2.0,207.0
225,Tom Brown,0,1,0.7,45,0.662,52,132.0,6.0,7.0,128.0
227,Brandon Phillips,0,18,0.3,125,0.827,152,0.0,3.0,1.0,121.0
228,Keith Hernandez,0,14,0.1,102,0.98,124,0.0,1.0,2.0,156.0
230,Clyde Milan,0,0,0.6,48,0.651,51,115.0,6.0,3.0,114.0
231,Nelson Cruz,0,27,0.0,128,0.923,132,0.0,0.0,0.0,128.0
232,Wally Moses,0,5,1.8,85,0.822,112,113.0,19.0,7.0,116.0
233,Cecil Cooper,0,16,0.4,140,0.923,184,0.0,4.0,2.0,152.0
237,Felipe Alou,0,13,1.2,55,0.966,69,0.0,12.0,-3.0,87.0
238,Paul O'Neill,0,7,0.0,137,0.759,155,0.0,0.0,0.0,98.0
239,Bill Russell,0,0,1.7,28,0.903,33,0.0,16.0,-1.0,96.0
240,César Cedeño,0,14,1.8,54,1.093,87,0.0,17.0,10.0,125.0
242,Willie Horton,0,16,0.3,139,0.86,164,0.0,3.0,1.0,132.0
243,Victor Martinez,0,22,0.0,121,0.993,149,0.0,0.0,0.0,93.0
245,Carlos Delgado,0,25,0.0,140,0.954,142,0.0,0.0,0.0,113.0
246,Stan Hack,0,2,0.4,72,0.671,42,80.0,4.0,-5.0,79.0
247,Jason Giambi,0,3,0.9,55,0.978,65,0.0,9.0,4.0,117.0
249,Bob Boone,0,17,0.1,138,0.848,158,0.0,1.0,-1.0,89.0
255,Ken Griffey,0,10,0.9,107,0.876,130,0.0,9.0,9.0,190.0
257,Al Dark,0,0,0.1,15,0.692,3,93.0,1.0,0.0,83.0
260,Bobby Bonilla,0,3,0.4,138,0.686,109,87.0,5.0,-2.0,85.0
261,Edgar Martinez,0,10,0.3,129,0.907,144,0.0,3.0,3.0,154.0
262,Donie Bush,0,0,0.5,20,0.698,20,124.0,5.0,2.0,124.0
263,Ken Singleton,0,17,1.0,64,1.216,85,0.0,10.0,3.0,110.0
264,Ron Fairly,0,14,0.3,69,0.947,68,0.0,3.0,0.0,104.0
266,Will Clark,0,0,2.2,6,0.625,5,0.0,22.0,9.0,120.0
271,Chris Speier,0,8,2.7,157,0.63,141,80.0,25.0,-14.0,79.0
272,Gary Matthews,0,21,0.8,136,0.917,150,0.0,7.0,5.0,173.0
273,Bob Elliott,0,0,1.3,14,0.604,14,0.0,13.0,8.0,149.0
274,Adrián González,0,12,-0.1,123,0.821,139,0.0,-1.0,-2.0,66.0
275,Joe Sewell,0,0,0.6,22,0.827,23,116.0,6.0,2.0,123.0
278,Dusty Baker,0,6,0.0,58,0.872,72,0.0,0.0,0.0,138.0
283,Bobby Lowe,0,2,1.1,52,0.757,58,113.0,12.0,2.0,106.0
285,Lance Parrish,0,25,0.5,115,0.885,116,0.0,5.0,2.0,128.0
288,Sal Bando,0,12,0.4,119,0.787,109,0.0,3.0,2.0,161.0
289,Minnie Miñoso,0,4,0.3,37,0.668,33,86.0,3.0,-2.0,84.0
290,José Canseco,0,36,0.4,118,1.073,148,0.0,5.0,4.0,131.0
292,Hugh Duffy,0,7,1.2,71,0.718,84,120.0,11.0,5.0,114.0
293,Joey Votto,0,22,0.1,133,0.859,146,0.0,1.0,3.0,131.0
295,Edwin Encarnación,0,15,0.9,78,0.936,91,0.0,10.0,-1.0,97.0
300,Terry Pendleton,0,4,2.0,91,0.775,98,0.0,19.0,4.0,113.0
302,George Foster,0,14,0.0,138,0.832,160,0.0,0.0,0.0,123.0
303,Matt Holliday,0,2,0.5,6,1.345,8,0.0,6.0,4.0,108.0
309,Magglio Ordóñez,0,14,1.3,135,0.84,172,0.0,13.0,4.0,145.0
311,Derrek Lee,0,13,0.3,125,0.876,153,0.0,4.0,1.0,111.0
313,Benito Santiago,0,17,-0.1,117,0.788,125,0.0,0.0,0.0,106.0
314,Steve Sax,0,8,0.7,115,0.856,168,0.0,6.0,2.0,115.0
316,Joe Mauer,0,0,1.4,7,0.968,10,0.0,15.0,7.0,143.0
317,Fred Lynn,0,21,0.7,124,0.857,117,0.0,7.0,7.0,227.0
319,Wally Pipp,0,0,0.0,12,0.59,5,73.0,0.0,-1.0,63.0
320,Harvey Kuenn,0,1,0.2,63,0.781,87,0.0,2.0,1.0,111.0
321,Mike Piazza,0,23,0.1,125,1.0,165,0.0,1.0,-1.0,83.0
323,Joe Quinn,0,0,0.6,103,0.609,116,105.0,2.0,2.0,103.0
324,Ed McKean,0,2,0.9,132,0.733,154,106.0,6.0,8.0,108.0
330,Chase Utley,0,18,0.3,113,0.907,139,0.0,3.0,-3.0,85.0
331,Jack Clark,0,23,0.1,126,0.898,141,0.0,1.0,0.0,89.0
332,Mike Cameron,0,11,0.1,107,0.784,87,0.0,2.0,-3.0,49.0
335,Vinny Castilla,0,14,0.1,133,0.692,124,0.0,1.0,1.0,286.0
338,Larry Parrish,0,13,0.6,119,0.774,124,0.0,5.0,-5.0,43.0
339,Claudell Washington,0,11,1.2,74,0.976,106,0.0,12.0,6.0,125.0
343,Phil Cavarretta,0,4,0.4,85,0.777,105,0.0,4.0,2.0,184.0
346,Dixie Walker,0,0,0.0,2,0.8,3,111.0,0.0,0.0,96.0
347,Bobby Murcer,0,16,0.3,126,0.897,154,0.0,3.0,0.0,99.0
348,Dan Brouthers,0,4,0.3,39,0.707,46,133.0,3.0,5.0,124.0
352,George Kell,0,0,0.1,1,0.8,1,131.0,1.0,0.0,124.0
354,Ozzie Guillén,0,1,2.3,150,0.65,134,74.0,23.0,-17.0,70.0
357,Dave Kingman,0,26,1.1,105,0.911,109,0.0,10.0,6.0,148.0
358,Marty McManus,0,0,0.1,1,1.333,1,241.0,1.0,1.0,277.0
359,Bobby Veach,0,0,0.6,23,0.819,27,137.0,6.0,4.0,142.0
360,Carl Crawford,0,7,1.0,85,0.791,105,0.0,10.0,-9.0,73.0
361,Ryan Zimmerman,0,11,0.6,67,0.941,84,0.0,6.0,5.0,166.0
362,Harry Davis,0,0,0.1,7,0.721,7,87.0,1.0,0.0,92.0
363,Jim Wynn,0,16,0.3,78,0.925,87,0.0,3.0,3.0,109.0
364,Johnny Callison,0,29,0.6,154,0.889,154,0.0,6.0,1.0,118.0
365,Roy White,0,20,0.3,177,0.849,196,0.0,3.0,1.0,125.0
367,Pinky Higgins,0,0,0.1,14,0.69,6,73.0,0.0,-1.0,74.0
368,Asdrúbal Cabrera,0,8,1.6,105,0.828,126,0.0,16.0,0.0,100.0
369,Deacon White,0,1,0.8,29,0.792,47,127.0,11.0,7.0,117.0
372,Aurelio Rodríguez,0,13,0.8,130,0.852,158,0.0,7.0,-4.0,68.0
373,Joe Adcock,0,8,0.8,102,0.742,109,94.0,9.0,-2.0,96.0
374,Jhonny Peralta,0,1,0.5,63,0.639,61,0.0,6.0,-9.0,72.0
375,Bill Madlock,0,22,1.2,123,0.952,166,0.0,12.0,9.0,198.0
377,Germany Smith,0,4,0.5,97,0.657,108,106.0,4.0,4.0,101.0
378,Charlie Jamieson,0,0,0.5,17,0.72,19,114.0,5.0,1.0,110.0
381,Frank Schulte,0,2,0.5,20,0.787,24,141.0,5.0,3.0,135.0
382,Brian Giles,0,15,0.3,123,0.896,128,0.0,3.0,2.0,286.0
384,Luis Castillo,0,1,1.2,109,0.804,133,0.0,13.0,-6.0,70.0
387,Rocky Colavito,0,30,0.4,150,0.861,149,0.0,4.0,1.0,197.0
389,Vern Stephens,0,14,0.0,153,0.766,173,0.0,0.0,0.0,178.0
390,Lance Berkman,0,8,0.2,64,0.937,73,0.0,2.0,-4.0,72.0
391,Tony Peña,0,9,0.1,124,0.865,148,0.0,1.0,2.0,179.0
392,Frank Howard,0,37,-0.1,129,1.067,162,0.0,-1.0,-1.0,74.0
393,Jermaine Dye,0,6,0.1,36,0.686,33,0.0,3.0,-2.0,95.0
397,Gus Bell,0,5,1.3,38,1.089,66,0.0,14.0,0.0,99.0
409,Álex Ríos,0,3,1.6,46,0.665,48,0.0,16.0,-9.0,84.0
410,Alex Gordon,0,15,2.0,151,0.725,134,90.0,21.0,-11.0,84.0
412,Roy Sievers,0,16,2.1,140,0.869,144,125.0,22.0,17.0,127.0
414,Carl Furillo,0,3,2.3,117,0.746,95,110.0,22.0,3.0,109.0
417,Matt Kemp,0,10,-0.2,92,0.957,132,0.0,-1.0,-3.0,85.0
419,Davey Lopes,0,11,0.3,104,0.887,126,0.0,3.0,-1.0,80.0
422,John Anderson,0,1,0.0,17,0.794,19,96.0,-1.0,-1.0,91.0
423,Freddie Freeman,0,18,-0.2,124,0.898,147,0.0,-1.0,-2.0,42.0
424,Dick Allen,0,33,-0.1,145,0.891,157,0.0,0.0,0.0,93.0
425,Garry Maddox,0,9,1.9,11,1.616,21,0.0,18.0,0.0,100.0
427,Bobby Thomson,0,26,0.4,151,0.827,149,0.0,4.0,3.0,159.0
428,Tony Oliva,0,17,0.3,127,0.961,164,0.0,3.0,2.0,270.0
431,Dave Philley,0,0,0.0,7,0.75,2,101.0,0.0,0.0,111.0
432,Andy Pafko,0,18,0.2,157,0.941,215,0.0,2.0,3.0,148.0
434,Tom Brunansky,0,22,0.5,96,1.062,114,0.0,4.0,2.0,145.0
436,Frank Thomas,0,23,0.3,125,0.803,136,0.0,3.0,-3.0,83.0
437,Billy Hamilton,0,0,0.2,35,0.663,34,108.0,2.0,1.0,105.0
439,Brad Ausmus,0,2,0.6,76,0.711,65,0.0,6.0,-4.0,77.0
440,Frankie Crosetti,0,5,1.2,116,0.709,96,87.0,13.0,-8.0,87.0
441,Jose Altuve,0,10,0.6,87,1.017,139,0.0,7.0,-5.0,80.0
444,Eric Hosmer,0,3,1.4,26,1.107,43,0.0,15.0,9.0,115.0
447,Don Money,0,9,0.0,127,0.783,146,0.0,0.0,1.0,148.0
448,Bing Miller,0,9,1.4,114,0.791,121,104.0,13.0,0.0,100.0
449,Kent Hrbek,0,27,0.0,121,1.076,175,0.0,1.0,-1.0,83.0
450,Mark McLemore,0,1,0.1,136,0.741,154,0.0,1.0,0.0,92.0
452,Mark McGwire,0,23,-0.2,133,0.969,148,0.0,-2.0,-1.0,81.0
453,Randy Winn,0,1,0.6,29,0.744,35,0.0,6.0,-8.0,82.0
456,Tony Cuccinello,0,10,1.8,125,0.832,138,105.0,19.0,6.0,108.0
457,Jack Tobin,0,7,0.2,139,0.733,143,106.0,2.0,4.0,107.0
458,Kip Selbach,0,7,1.4,97,0.901,114,119.0,15.0,11.0,115.0
459,Juan Uribe,0,7,1.6,77,0.856,90,0.0,17.0,-1.0,98.0
461,Starlin Castro,0,1,1.6,26,0.99,41,0.0,17.0,-1.0,99.0
467,George Bell,0,5,0.2,60,0.606,38,69.0,3.0,-6.0,67.0
470,Aubrey Huff,0,20,0.1,108,0.96,129,0.0,1.0,-2.0,86.0
471,Greg Vaughn,0,26,0.4,110,0.923,107,0.0,4.0,2.0,114.0
472,Vic Wertz,0,6,1.4,102,0.809,96,121.0,13.0,8.0,120.0
477,Juan Samuel,0,26,-0.2,112,0.894,129,0.0,-2.0,1.0,112.0
478,Heinie Groh,0,0,0.2,27,0.729,13,97.0,2.0,0.0,98.0
479,Bill Freehan,0,11,0.0,77,0.928,80,0.0,0.0,0.0,130.0
480,Brian McCann,0,6,0.3,48,0.834,44,0.0,3.0,-3.0,85.0
482,Jack Doyle,0,0,0.3,11,0.742,10,117.0,3.0,1.0,117.0
484,Tim Foli,0,6,0.2,103,0.688,98,0.0,2.0,0.0,90.0
490,Lou Boudreau,0,3,0.0,60,0.792,67,0.0,0.0,0.0,112.0
491,Rick Ferrell,0,0,0.5,64,0.658,33,70.0,5.0,-5.0,79.0
492,Darin Erstad,0,6,0.9,85,0.832,107,0.0,9.0,-6.0,80.0
494,Dode Paskert,0,1,0.3,16,0.753,14,132.0,3.0,2.0,130.0
498,Home Run Baker,0,0,0.4,9,0.677,9,114.0,3.0,0.0,113.0
499,Bill Virdon,0,17,1.4,144,0.755,150,100.0,17.0,-3.0,96.0
500,Mickey Doolin,0,1,2.4,136,0.651,125,98.0,23.0,-4.0,93.0
501,Hubie Brooks,0,3,0.4,113,0.738,124,0.0,4.0,1.0,114.0
503,Jay Bruce,0,10,0.8,49,1.023,67,0.0,10.0,-2.0,97.0
505,Howie Kendrick,0,13,1.5,69,1.039,107,0.0,15.0,-3.0,91.0
506,Manny Trillo,0,8,-0.1,135,0.789,162,0.0,-1.0,0.0,75.0
507,Deron Johnson,0,27,0.0,151,0.781,135,0.0,0.0,1.0,252.0
508,Whitey Lockman,0,4,1.1,48,1.042,40,0.0,11.0,9.0,153.0
509,Augie Galan,0,5,0.8,66,0.708,50,90.0,8.0,-2.0,92.0
511,Coco Crisp,0,10,0.7,100,0.795,125,0.0,7.0,-2.0,86.0
514,Shawon Dunston,0,2,1.5,73,0.651,73,0.0,14.0,-2.0,92.0
517,Terry Turner,0,0,0.1,2,0.857,3,146.0,1.0,0.0,142.0
519,Mike Tiernan,0,10,1.6,103,0.796,117,123.0,20.0,13.0,119.0
522,Harry Steinfeldt,0,0,1.1,88,0.747,91,108.0,10.0,2.0,104.0
523,King Kelly,0,0,1.2,60,0.624,67,113.0,12.0,6.0,119.0
524,Paul Goldschmidt,0,30,0.4,103,1.061,112,0.0,4.0,3.0,115.0
526,Jim Piersall,0,3,0.1,131,0.721,124,0.0,1.0,1.0,147.0
528,Larry Doby,0,1,0.6,23,0.796,25,133.0,6.0,3.0,127.0
530,Billy Nash,0,1,0.6,45,0.643,33,109.0,7.0,2.0,108.0
532,Ernie Lombardi,0,4,0.4,73,0.752,54,101.0,4.0,0.0,98.0
533,Albert Belle,0,20,0.0,89,0.893,88,0.0,0.0,-5.0,79.0
537,Everett Scott,0,2,2.5,144,0.586,129,76.0,24.0,-14.0,74.0
541,Prince Fielder,0,28,0.0,103,0.957,110,0.0,0.0,-1.0,90.0
545,Raúl Mondesi,0,12,0.2,110,0.758,119,0.0,2.0,2.0,122.0
547,Mark Loretta,0,7,0.3,127,0.737,137,0.0,4.0,0.0,98.0
549,J.J. Hardy,0,9,1.8,124,0.711,92,86.0,19.0,-8.0,83.0
552,Charlie Comiskey,0,1,0.7,78,0.562,80,86.0,6.0,-6.0,88.0
559,Delino DeShields,0,4,1.4,129,0.768,144,116.0,14.0,11.0,118.0
562,Pinky Whitney,0,10,1.2,151,0.768,176,95.0,12.0,-4.0,94.0
563,Alcides Escobar,0,8,0.0,131,0.797,179,0.0,0.0,0.0,183.0
564,Ray Lankford,0,10,0.8,132,0.772,123,0.0,8.0,3.0,118.0
566,Earle Combs,0,0,0.4,24,1.004,14,158.0,4.0,3.0,165.0
567,Brett Gardner,0,3,1.3,94,0.837,101,0.0,12.0,-9.0,45.0
568,Harlond Clift,0,14,1.8,147,0.778,149,95.0,19.0,-6.0,93.0
569,Frank McCormick,0,8,0.0,120,0.844,169,0.0,0.0,1.0,132.0
571,Rich Aurilia,0,9,0.7,135,0.8,146,0.0,7.0,4.0,279.0
573,Andy Van Slyke,0,6,1.8,54,1.027,81,0.0,18.0,3.0,108.0
574,Jeromy Burnitz,0,8,1.5,65,0.702,58,0.0,15.0,4.0,112.0
576,Ryan Howard,0,46,0.3,131,1.017,141,0.0,3.0,1.0,120.0
579,Russell Martin,0,0,2.1,23,0.808,22,0.0,22.0,0.0,99.0
589,Roy Smalley,0,2,1.1,43,0.863,55,0.0,10.0,-9.0,72.0
591,Aaron Hill,0,5,1.5,38,0.807,47,0.0,16.0,-3.0,94.0
593,J.T. Snow,0,15,0.0,135,0.869,154,0.0,0.0,-1.0,63.0
594,Dom DiMaggio,0,8,1.9,108,0.831,126,110.0,19.0,7.0,112.0
595,Pete Fox,0,7,1.6,128,0.744,154,95.0,18.0,-5.0,93.0
596,Mickey Rivers,0,14,0.3,114,0.963,154,0.0,3.0,2.0,157.0
597,David Justice,0,12,0.1,115,0.789,102,0.0,1.0,-2.0,69.0
598,Manny Machado,0,11,1.6,109,0.789,107,0.0,16.0,0.0,100.0
600,George Cutshaw,0,0,1.2,102,0.683,100,90.0,12.0,-3.0,94.0
607,Adam LaRoche,0,1,1.1,4,0.705,2,0.0,12.0,4.0,110.0
608,Gene Woodling,0,5,0.3,128,0.931,156,0.0,3.0,2.0,188.0
609,Nomar Garciaparra,0,16,0.2,48,1.107,63,0.0,2.0,-3.0,74.0
616,Kyle Seager,0,7,0.9,90,0.894,124,0.0,9.0,1.0,105.0
618,Kurt Suzuki,0,3,0.4,55,0.716,59,0.0,5.0,0.0,101.0
621,Dave Cash,0,4,1.1,115,0.777,124,0.0,10.0,1.0,116.0
625,Darrell Porter,0,24,0.5,101,0.982,90,0.0,5.0,-2.0,73.0
632,Freddie Patek,0,0,2.1,38,0.738,42,0.0,18.0,-4.0,82.0
636,Gregg Jefferies,0,20,0.0,134,1.021,187,0.0,1.0,1.0,225.0
637,Eric Chávez,0,33,0.2,135,0.991,173,0.0,2.0,0.0,100.0
638,Lonny Frey,0,0,0.8,34,0.778,43,127.0,8.0,5.0,131.0
641,Baby Doll Jacobson,0,1,0.0,71,0.618,38,86.0,0.0,-1.0,80.0
643,Pat Burrell,0,4,0.5,40,0.917,42,0.0,7.0,4.0,107.0
644,Rafael Ramírez,0,5,0.6,80,0.732,79,0.0,6.0,-4.0,75.0
646,Michael Cuddyer,0,30,0.0,141,0.955,153,0.0,0.0,-1.0,60.0
648,Damion Easley,0,3,0.6,108,0.706,124,0.0,6.0,-4.0,75.0
649,Jayson Werth,0,18,0.1,127,0.798,114,0.0,2.0,-2.0,76.0
650,Dan Driessen,0,6,1.5,47,1.104,74,0.0,16.0,7.0,116.0
655,Elston Howard,0,1,-0.1,20,0.711,20,89.0,-1.0,-2.0,82.0
656,Ian Desmond,0,7,0.1,97,0.878,115,0.0,1.0,2.0,121.0
657,Carlos Baerga,0,1,0.9,12,0.956,19,0.0,10.0,-3.0,91.0
658,Pete O'Brien,0,25,0.4,128,0.894,148,0.0,4.0,2.0,122.0
659,Ed Kranepool,0,1,0.2,41,0.783,43,0.0,2.0,0.0,114.0
660,Mark Reynolds,0,6,1.3,37,0.931,41,0.0,15.0,3.0,106.0
661,Bill Bradley,0,2,0.6,35,0.796,40,121.0,6.0,3.0,117.0
662,Frank Malzone,0,9,0.2,154,0.784,188,0.0,2.0,1.0,130.0
665,Kevin McReynolds,0,32,0.4,113,1.16,168,0.0,4.0,-3.0,79.0
670,Vince Coleman,0,0,2.4,5,0.286,3,0.0,24.0,-13.0,82.0
672,Jeff Cirillo,0,10,0.6,61,0.915,73,0.0,6.0,-5.0,72.0
673,Pedro Guerrero,0,14,0.3,134,0.898,166,0.0,3.0,2.0,344.0
675,Jimmy Austin,0,1,1.4,136,0.571,101,80.0,15.0,-10.0,77.0
677,Edgardo Alfonzo,0,4,0.7,101,0.683,93,82.0,8.0,-6.0,85.0
685,Terry Steinbach,0,24,0.2,138,0.971,164,0.0,2.0,2.0,200.0
686,Nick Swisher,0,29,-0.4,125,0.943,119,0.0,-4.0,1.0,106.0
687,Duff Cooley,0,0,0.3,29,0.812,37,116.0,3.0,2.0,112.0
689,Ezra Sutton,0,3,1.2,29,0.911,45,159.0,19.0,11.0,133.0
690,George Gore,0,0,0.8,63,0.642,70,103.0,8.0,-1.0,97.0
691,Rondell White,0,19,0.3,127,0.934,179,0.0,3.0,1.0,116.0
